epoch,acc,loss,lr,val_acc,val_loss
0,0.15159999966621399,12.348275775909423,0.001,0.15143664582714517,12.477510050676141
1,0.17270000115036965,10.854409103393555,0.001,0.15685350981681795,10.218542114272188
2,0.18789999976754188,9.492102489471435,0.001,0.16910033023447232,8.88240502771206
3,0.19559999972581862,8.260072946548462,0.001,0.16780499285731854,7.765957171098275
4,0.2076999995112419,7.1943994235992434,0.001,0.17993405509039978,6.7424805886443355
5,0.20509999930858613,6.3516019916534425,0.001,0.18346679154511505,6.052637512595149
6,0.20329999923706055,5.63860899925232,0.001,0.1621526147164773,5.353104518148284
7,0.1953999999165535,5.133738489151001,0.001,0.13177107871140278,15.223209382001937
8,0.1877000005543232,4.716660232543945,0.001,0.15449835058938655,4.65213153814854
9,0.19360000014305115,4.380608978271485,0.001,0.11917098436822209,15.541890568852256
10,0.1875,4.104027409553527,0.001,0.14766839326298356,7.780415826510889
11,0.1849000009894371,3.875477662086487,0.001,0.15496938344700067,6.790947361818979
12,0.19259999871253966,3.6620204639434815,0.001,0.15073009865341802,3.6044295300193063
13,0.18839999914169311,3.548675436973572,0.001,0.1235280270656212,12.407998925045982
14,0.16560000091791152,3.7469445037841798,0.001,0.14495996356684254,8.002170284682718
