epoch,acc,loss,lr,val_acc,val_loss
0,0.1565000019967556,12.149719944000244,0.001,0.13353744724759278,11.972261518675149
1,0.18129999965429305,10.286136856079102,0.001,0.17157324570574628,9.451874188078612
2,0.1884999990463257,8.56846788406372,0.001,0.14919924776732668,7.983350960870313
3,0.20149999916553496,7.175205459594727,0.001,0.14484220490498304,7.004402792234775
4,0.2025,6.098659534454345,0.001,0.13930758334138288,5.977373971727958
5,0.20799999922513962,5.290709810256958,0.001,0.16085727802717736,5.007444564767227
6,0.20599999994039536,4.663566417694092,0.001,0.1470796032104636,4.6246616500085445
7,0.2161999997496605,4.169463653564453,0.001,0.13141780462093192,4.964814067279961
8,0.22529999792575836,3.8110847425460816,0.001,0.1500235520798083,3.8948198593398393
9,0.22499999791383743,3.536360626220703,0.001,0.13106453154820402,4.30598917919344
10,0.23569999873638153,3.300321021080017,0.001,0.12034856352921763,3.638397869612325
11,0.23589999914169313,3.1321265268325806,0.001,0.13612812075253314,3.8355116056935494
12,0.2335999971628189,2.9998714303970337,0.001,0.13518605824845947,3.107876725989695
13,0.23860000044107438,2.8834473371505736,0.001,0.1388365515225685,3.079646286063749
14,0.24769999712705612,2.7876426696777346,0.001,0.13047574188523398,3.008080460696191
15,0.2491999989748001,2.7107488250732423,0.001,0.11940649957573757,11.754249608690762
16,0.25329999774694445,2.649956259727478,0.001,0.1413094679256037,9.004399420908472
17,0.2634999984502792,2.5853184032440186,0.001,0.12694300546912277,6.365036336869156
18,0.25959999978542325,2.5472550630569457,0.001,0.12753179406872686,6.647928781909197
19,0.25629999697208405,2.531006350517273,0.001,0.13259538403109902,13.552465039943671
20,0.3016999992728233,2.412970151901245,0.0003162278,0.14024964643153615,3.202587382949527
21,0.33220000088214874,2.3276294326782225,0.0003162278,0.14484220467335876,2.9025739582428325
22,0.3510999989509582,2.282413320541382,0.0003162278,0.1448422043224129,2.704331514692733
23,0.3631000009179115,2.243122444152832,0.0003162278,0.1344795113063566,2.978379059556628
24,0.37570000052452085,2.215685124397278,0.0003162278,0.15449835198615106,2.777866907294943
25,0.39759999871253965,2.1614097356796265,0.0003162278,0.16391898357553747,2.8092700714105936
26,0.41560000061988833,2.1205671977996827,0.0003162278,0.14637305744402934,3.5216045648042065
27,0.4322999995946884,2.074869372844696,0.0003162278,0.15814884642890978,2.888003602434429
28,0.500599997639656,1.90766845703125,0.000100000005,0.16968911828309144,2.8460540781591614
29,0.5361999958753586,1.8127695512771607,0.000100000005,0.1787564775753403,2.735812169226396
30,0.571300002336502,1.727390649318695,0.000100000005,0.1752237399554848,2.7637500537211075
31,0.5887000000476837,1.6738647103309632,0.000100000005,0.1706311827103484,2.9844245407528547
32,0.6052000010013581,1.6298453736305236,0.000100000005,0.1719265196312726,2.9298682057851897
