epoch,acc,loss,lr,val_acc,val_loss
0,0.17585402595225685,2.5888269600508793,0.001,0.14107395228467007,2.767691224013305
1,0.19678762252558718,2.3431196283022104,0.001,0.16085727690064117,2.335729602255801
2,0.20328323751790955,2.2252257098769794,0.001,0.15932642509858114,2.281897265564087
3,0.20898166369832563,2.160441221607006,0.001,0.1404851625550203,2.301149130765975
4,0.21212613206705325,2.1188224492502044,0.001,0.1514366460868451,2.1698789537037197
5,0.21569872074931945,2.091747756570163,0.001,0.14719736229345812,2.1443331366263636
6,0.21701260604708528,2.0741512777673763,0.001,0.14613754089941014,2.834334848289831
7,0.2189022400471292,2.0620316757838064,0.001,0.16497880327802641,2.137151568889393
8,0.2213528582747008,2.052853853991373,0.001,0.11940650131642902,2.1701898134602615
9,0.22595884005935554,2.04696390047991,0.001,0.13871879431362485,2.3799811243954774
10,0.2247040056823125,2.0431900331403763,0.001,0.14295807967924926,2.1355824963528764
11,0.22654935035505577,2.0375188256799603,0.001,0.16003297189328675,2.1019372788454866
12,0.2298266836910478,2.033598747247505,0.001,0.17192651945579968,2.1215288578425158
13,0.23128819715889073,2.029037767968815,0.001,0.13259538309056412,2.515125981378937
14,0.23093389099308567,2.031471105148296,0.001,0.15273198392022852,2.352653089919519
15,0.2359975183173592,2.0223338791081535,0.001,0.15485162656443668,2.1478611378528236
16,0.2373114041276838,2.019958421187136,0.001,0.17969854046896389,2.0905731820408824
17,0.23917151302043793,2.017849719134751,0.001,0.1296514367304823,2.742865758070225
18,0.24386607058276538,2.010400885014282,0.001,0.16015073036563549,2.202393061588016
19,0.24181404741713414,2.010089196588338,0.001,0.162152615418369,2.131537604994556
20,0.24083970439953561,2.014394908692044,0.001,0.16062176151063381,2.1412917214410236
21,0.24559331406081106,2.0043090381586834,0.001,0.17310409811494265,2.1573874359696865
22,0.260282263083638,1.9712383577591268,0.0003162278,0.22138483168182652,2.0291437613082506
23,0.2654197037632688,1.9594067638739558,0.0003162278,0.2169100317789932,2.0486551624842537
24,0.27255011849254285,1.9507406223773773,0.0003162278,0.21997173738350467,2.0485271811204533
25,0.27417402240495026,1.9464813849773168,0.0003162278,0.2302166731485038,2.023818337125594
26,0.2753698054895004,1.9411234662630583,0.0003162278,0.20654733890331528,2.0653756979889764
27,0.2778204241565967,1.9346813992862104,0.0003162278,0.2053697596686211,2.089973815701449
28,0.2807139258103268,1.9295904482008277,0.0003162278,0.20054168576656284,2.106046518176668
29,0.28243362653044474,1.9258187931899124,0.0003162278,0.22326895725850615,2.1953567130016483
30,0.285980257647519,1.9205392982225706,0.0003162278,0.2107866221141321,2.0728623275199816
31,0.29897546425368055,1.8941942972789012,0.000100000005,0.2449364112589194,2.0138789228375544
32,0.3018542027983105,1.884154166409121,0.000100000005,0.24505416657977436,2.027496611347639
33,0.30637160821749976,1.878567851488336,0.000100000005,0.24693829299872402,2.016196667109241
34,0.3064158955966371,1.8736822724838627,0.000100000005,0.2463495046728577,2.0168274816790674
35,0.3088812778119183,1.8704767552042716,0.000100000005,0.23975506141339614,2.0293871508529597
36,0.3154654694270854,1.8638246309388014,0.000100000005,0.2386952419074369,2.056312203463439
37,0.3199238245472219,1.8467183514592245,3.1622778e-05,0.2512953355381975,2.0217760196565404
38,0.32280256230871485,1.8414119364235482,3.1622778e-05,0.2472915666820977,2.036818760046687
39,0.32622419020770926,1.8344775329297272,3.1622778e-05,0.24905793495858777,2.024234810248333
40,0.3263195223009356,1.831858078176033,3.1622778e-05,0.24776259843774184,2.032426041474165
41,0.32887005904345323,1.827149598189982,3.1622778e-05,0.24658502158947954,2.0313426985585683
