epoch,acc,loss,lr,val_acc,val_loss
0,0.1487999999523163,12.38399829864502,0.001,0.13789448983619867,14.05059720792694
1,0.17980000019073486,10.89716558456421,0.001,0.15979745704022658,10.288061624869275
2,0.19199999958276748,9.55141658782959,0.001,0.17286858270738803,8.918960569492219
3,0.19999999970197677,8.321103754043579,0.001,0.15803108914977695,7.791098700679252
4,0.20409999907016754,7.282464189529419,0.001,0.17145548791072304,7.0677606730431926
5,0.20619999945163728,6.425916996002197,0.001,0.17369288752874112,6.090439990057566
6,0.19489999994635582,5.769649953842163,0.001,0.14319359341805632,11.386961627444512
7,0.1872999992966652,5.243791456222534,0.001,0.13777673203064708,6.714890342358425
8,0.19509999990463256,4.7736177825927735,0.001,0.13318417339927455,5.157264787859924
9,0.1810000018775463,4.464775953292847,0.001,0.12706076340101488,10.418642716086591
10,0.1924999998509884,4.168649883270263,0.001,0.17145548958122533,4.456589976403716
11,0.2070999988913536,3.8964505624771117,0.001,0.18440885559685996,3.7740209838213135
12,0.2087999999523163,3.6733220291137694,0.001,0.18782383345288597,3.6029874885413538
13,0.20920000076293946,3.520367531776428,0.001,0.1509656165632166,3.533222128634064
